"sale_id","sale_date","product_id","customer_id","total","rating"
1381,"2023-05-06",12,9,"300",5
4457,"2023-11-02",10,9,"1800",5
5350,"2023-12-02",3,9,"250",4
2368,"2023-08-08",24,9,"500",5
3183,"2023-09-19",24,9,"500",4
3500,"2023-09-29",24,9,"500",5
7689,"2024-02-22",2,9,"900",5
9407,"2024-05-29",2,9,"900",4
10311,"2024-09-23",3,9,"250",5
4964,"2023-11-19",5,9,"450",5
7563,"2024-02-17",4,9,"600",4
127,"2023-01-15",19,9,"300",4
383,"2023-02-07",4,9,"600",5
519,"2023-02-20",11,9,"550",4
2996,"2023-09-13",23,9,"250",5
3182,"2023-09-19",23,9,"250",4
3927,"2023-10-14",2,9,"900",4
6890,"2024-01-25",2,9,"900",4
7342,"2024-02-10",3,9,"250",5
51,"2023-01-06",13,10,"450",4
2224,"2023-07-25",7,10,"1500",5
3067,"2023-09-16",21,10,"650",5
3926,"2023-10-14",2,10,"900",4
4302,"2023-10-28",1,10,"350",4
4598,"2023-11-07",5,10,"450",5
8138,"2024-03-06",2,10,"900",5
10243,"2024-09-14",3,10,"250",5
187,"2023-01-20",26,10,"900",4
990,"2023-04-02",1,10,"350",4
1464,"2023-05-13",19,10,"300",4
1754,"2023-06-08",17,10,"600",5
2332,"2023-08-04",24,10,"500",4
3165,"2023-09-19",21,10,"650",5
3501,"2023-09-29",24,10,"500",5
3528,"2023-09-30",24,10,"500",4
4066,"2023-10-19",4,10,"600",4
4304,"2023-10-28",3,10,"250",4
5117,"2023-11-25",3,10,"250",5
6477,"2024-01-10",14,10,"320",4
7442,"2024-02-13",2,10,"900",5
7771,"2024-02-25",2,10,"900",5
8652,"2024-03-24",3,10,"250",5
9890,"2024-08-03",3,10,"250",5
2252,"2023-07-27",23,10,"250",5
2827,"2023-09-08",21,10,"650",4
3717,"2023-10-06",10,10,"1800",4
8125,"2024-03-06",1,10,"350",4
9199,"2024-05-07",4,10,"600",5
3901,"2023-10-13",2,10,"900",4
10214,"2024-09-12",3,10,"250",5
1534,"2023-05-19",18,10,"450",5
2122,"2023-07-17",7,10,"1500",5
3615,"2023-10-03",2,10,"900",4
4159,"2023-10-23",1,10,"350",4
7836,"2024-02-27",3,10,"250",4
8071,"2024-03-04",3,10,"250",5
10260,"2024-09-17",4,10,"600",4
59,"2023-01-07",6,10,"1200",5
1193,"2023-04-21",11,10,"550",5
10076,"2024-08-24",2,10,"900",4
1746,"2023-06-07",18,11,"450",4
7261,"2024-02-08",1,11,"350",5
8012,"2024-03-02",4,11,"600",5
803,"2023-03-14",17,11,"600",4
1364,"2023-05-04",18,11,"450",4
1939,"2023-06-30",6,11,"1200",4
4499,"2023-11-04",2,11,"900",5
5032,"2023-11-21",10,11,"1800",4
5071,"2023-11-23",4,11,"600",5
5684,"2023-12-14",3,11,"250",5
6182,"2023-12-31",14,11,"320",5
7143,"2024-02-03",4,11,"600",4
7174,"2024-02-05",1,11,"350",4
7716,"2024-02-23",2,11,"900",5
8695,"2024-03-25",4,11,"600",5
9190,"2024-05-07",2,11,"900",4
9503,"2024-06-12",2,11,"900",4
10290,"2024-09-20",4,11,"600",5
239,"2023-01-25",13,11,"450",4
2573,"2023-08-28",24,11,"500",5
3550,"2023-10-01",22,11,"400",4
3592,"2023-10-02",9,11,"700",5
3841,"2023-10-11",2,11,"900",5
4798,"2023-11-13",11,11,"550",5
5408,"2023-12-04",4,11,"600",5
199,"2023-01-22",19,11,"300",4
311,"2023-01-31",9,11,"700",5
1952,"2023-07-01",13,11,"450",5
5225,"2023-11-29",4,11,"600",4
5345,"2023-12-02",2,11,"900",4
8141,"2024-03-06",3,11,"250",5
10304,"2024-09-22",1,11,"350",5
1242,"2023-04-25",1,11,"350",4
3199,"2023-09-20",21,11,"650",5
3237,"2023-09-21",22,11,"400",4
9262,"2024-05-13",4,11,"600",4
2030,"2023-07-08",5,11,"450",5
3188,"2023-09-19",24,11,"500",4
4126,"2023-10-22",1,11,"350",5
6368,"2024-01-06",14,11,"320",4
44,"2023-01-05",14,12,"320",4
1862,"2023-06-20",20,12,"800",4
2805,"2023-09-07",24,12,"500",4
4217,"2023-10-24",11,12,"550",4
5944,"2023-12-22",14,12,"320",4
6138,"2023-12-29",14,12,"320",5
6976,"2024-01-28",2,12,"900",5
7754,"2024-02-24",4,12,"600",4
8192,"2024-03-08",2,12,"900",5
8346,"2024-03-14",1,12,"350",4
9701,"2024-07-08",1,12,"350",5
852,"2023-03-19",8,12,"750",4
862,"2023-03-20",19,12,"300",4
967,"2023-03-31",8,12,"750",5
1173,"2023-04-18",28,12,"300",5
2478,"2023-08-19",24,12,"500",5
2746,"2023-09-05",24,12,"500",4
3502,"2023-09-29",24,12,"500",5
6392,"2024-01-07",14,12,"320",5
6621,"2024-01-15",2,12,"900",5
6821,"2024-01-22",2,12,"900",5
8378,"2024-03-15",1,12,"350",5
8580,"2024-03-22",1,12,"350",4
1148,"2023-04-15",17,12,"600",5
2380,"2023-08-10",24,12,"500",4
3352,"2023-09-25",21,12,"650",4
3679,"2023-10-05",7,12,"1500",5
3773,"2023-10-08",9,12,"700",4
3806,"2023-10-09",9,12,"700",5
4251,"2023-10-26",5,12,"450",5
4605,"2023-11-07",9,12,"700",5
8270,"2024-03-11",2,12,"900",5
126,"2023-01-15",16,12,"500",5
495,"2023-02-17",3,12,"250",4
541,"2023-02-22",3,12,"250",4
1882,"2023-06-22",24,12,"500",5
6209,"2024-01-01",14,12,"320",5
6501,"2024-01-11",1,12,"350",4
3480,"2023-09-29",21,12,"650",5
4218,"2023-10-25",1,12,"350",5
10322,"2024-09-25",2,12,"900",5
6865,"2024-01-24",1,12,"350",4
9722,"2024-07-10",2,12,"900",4
1707,"2023-06-04",20,13,"800",4
2931,"2023-09-10",24,13,"500",4
2933,"2023-09-11",21,13,"650",5
3156,"2023-09-18",24,13,"500",4
3174,"2023-09-19",22,13,"400",5
5273,"2023-11-30",10,13,"1800",4
5327,"2023-12-01",9,13,"700",4
5972,"2023-12-23",14,13,"320",4
6314,"2024-01-04",14,13,"320",5
6481,"2024-01-10",14,13,"320",5
6712,"2024-01-18",4,13,"600",5
7729,"2024-02-23",4,13,"600",5
9957,"2024-08-09",4,13,"600",4
344,"2023-02-02",21,13,"650",4
488,"2023-02-16",9,13,"700",5
1906,"2023-06-26",2,13,"900",5
2080,"2023-07-12",21,13,"650",4
2998,"2023-09-13",24,13,"500",5
3051,"2023-09-15",23,13,"250",4
3234,"2023-09-21",22,13,"400",5
3653,"2023-10-04",7,13,"1500",4
3718,"2023-10-06",10,13,"1800",5
3738,"2023-10-07",4,13,"600",5
4420,"2023-11-01",11,13,"550",4
4650,"2023-11-09",1,13,"350",5
4846,"2023-11-15",5,13,"450",4
4909,"2023-11-17",11,13,"550",4
5110,"2023-11-24",11,13,"550",4
5870,"2023-12-20",14,13,"320",5
6457,"2024-01-09",14,13,"320",4
8159,"2024-03-07",1,13,"350",5
8178,"2024-03-08",1,13,"350",4
8965,"2024-04-13",3,13,"250",5
9413,"2024-05-30",2,13,"900",4
9604,"2024-06-25",1,13,"350",4
9869,"2024-07-31",4,13,"600",4
752,"2023-03-10",17,13,"600",4
1254,"2023-04-26",4,13,"600",5
1584,"2023-05-24",17,13,"600",4
1748,"2023-06-07",21,13,"650",5
2835,"2023-09-08",22,13,"400",5
3630,"2023-10-03",10,13,"1800",5
9949,"2024-08-08",4,13,"600",4
4984,"2023-11-20",1,13,"350",5
8849,"2024-03-31",2,13,"900",4
9267,"2024-05-14",2,13,"900",5
556,"2023-02-23",5,13,"450",4
1932,"2023-06-29",8,13,"750",5
7360,"2024-02-11",1,13,"350",5
6283,"2024-01-03",14,13,"320",4
122,"2023-01-14",24,14,"500",5
2130,"2023-07-17",24,14,"500",4
2739,"2023-09-05",24,14,"500",4
2791,"2023-09-07",22,14,"400",5
2967,"2023-09-12",22,14,"400",4
3177,"2023-09-19",22,14,"400",4
3453,"2023-09-28",22,14,"400",5
5440,"2023-12-05",3,14,"250",5
5469,"2023-12-06",10,14,"1800",5
7863,"2024-02-28",1,14,"350",4
398,"2023-02-09",1,14,"350",5
637,"2023-03-01",21,14,"650",5
719,"2023-03-07",17,14,"600",4
1090,"2023-04-09",27,14,"200",4
1921,"2023-06-28",14,14,"320",4
2002,"2023-07-05",21,14,"650",4
2921,"2023-09-10",23,14,"250",4
3217,"2023-09-20",24,14,"500",4
3549,"2023-10-01",22,14,"400",5
3629,"2023-10-03",10,14,"1800",4
4644,"2023-11-08",11,14,"550",4
5133,"2023-11-25",11,14,"550",4
5747,"2023-12-16",9,14,"700",5
5751,"2023-12-17",1,14,"350",5
6529,"2024-01-12",2,14,"900",4
7483,"2024-02-14",4,14,"600",5
1037,"2023-04-06",6,14,"1200",4
2567,"2023-08-28",24,14,"500",4
3112,"2023-09-17",24,14,"500",4
3847,"2023-10-11",4,14,"600",5
4743,"2023-11-12",3,14,"250",5
8599,"2024-03-22",3,14,"250",5
3020,"2023-09-14",23,14,"250",4
5644,"2023-12-12",7,14,"1500",4
7959,"2024-03-01",4,14,"600",5
2296,"2023-08-01",2,14,"900",4
1329,"2023-05-01",26,15,"900",5
1667,"2023-06-02",4,15,"600",5
2473,"2023-08-19",24,15,"500",4
3240,"2023-09-21",22,15,"400",4
6100,"2023-12-28",14,15,"320",5
8191,"2024-03-08",2,15,"900",5
584,"2023-02-25",9,15,"700",4
612,"2023-02-27",15,15,"350",4
1596,"2023-05-26",9,15,"700",4
2158,"2023-07-20",10,15,"1800",5
2979,"2023-09-13",21,15,"650",5
3197,"2023-09-20",21,15,"650",5
8202,"2024-03-08",3,15,"250",4
9047,"2024-04-22",2,15,"900",4
9466,"2024-06-06",4,15,"600",4
1057,"2023-04-07",24,15,"500",5
1747,"2023-06-07",19,15,"300",4
3282,"2023-09-22",23,15,"250",5
4765,"2023-11-12",11,15,"550",4
8564,"2024-03-21",3,15,"250",4
998,"2023-04-02",16,15,"500",5
2556,"2023-08-27",24,15,"500",4
3207,"2023-09-20",22,15,"400",5
6504,"2024-01-11",2,15,"900",4
6832,"2024-01-23",1,15,"350",5
7867,"2024-02-28",2,15,"900",5
9782,"2024-07-19",3,15,"250",5
393,"2023-02-08",18,15,"450",4
1267,"2023-04-27",8,15,"750",5
2775,"2023-09-06",24,15,"500",4
8478,"2024-03-18",2,15,"900",5
9552,"2024-06-18",2,15,"900",4
5855,"2023-12-20",14,15,"320",5
10328,"2024-09-25",2,15,"900",5
1325,"2023-05-01",23,16,"250",4
4390,"2023-11-01",2,16,"900",5
4679,"2023-11-10",4,16,"600",4
4686,"2023-11-10",6,16,"1200",4
6206,"2023-12-31",14,16,"320",5
7527,"2024-02-16",2,16,"900",5
7535,"2024-02-16",4,16,"600",5
7549,"2024-02-17",2,16,"900",4
7698,"2024-02-22",3,16,"250",4
7864,"2024-02-28",2,16,"900",4
10141,"2024-09-03",3,16,"250",5
176,"2023-01-19",20,16,"800",4
1648,"2023-05-31",16,16,"500",4
2251,"2023-07-27",14,16,"320",5
3694,"2023-10-05",11,16,"550",4
4029,"2023-10-18",1,16,"350",5
4662,"2023-11-09",7,16,"1500",4
4898,"2023-11-17",5,16,"450",5
5365,"2023-12-02",8,16,"750",4
5803,"2023-12-18",7,16,"1500",5
6737,"2024-01-19",3,16,"250",5
8142,"2024-03-06",3,16,"250",5
8352,"2024-03-14",2,16,"900",5
9117,"2024-05-01",1,16,"350",4
9772,"2024-07-18",2,16,"900",4
681,"2023-03-04",15,16,"350",4
2847,"2023-09-08",24,16,"500",5
3194,"2023-09-19",24,16,"500",4
4518,"2023-11-04",10,16,"1800",5
7790,"2024-02-25",4,16,"600",5
10182,"2024-09-07",2,16,"900",4
6580,"2024-01-13",3,16,"250",4
2726,"2023-09-05",24,16,"500",4
7184,"2024-02-05",2,16,"900",4
9801,"2024-07-21",4,16,"600",4
397,"2023-02-08",28,17,"300",5
454,"2023-02-14",2,17,"900",5
1214,"2023-04-22",22,17,"400",4
3024,"2023-09-14",24,17,"500",4
5976,"2023-12-24",14,17,"320",5
6067,"2023-12-26",14,17,"320",4
6157,"2023-12-30",14,17,"320",4
6714,"2024-01-18",4,17,"600",4
1494,"2023-05-16",17,17,"600",4
2374,"2023-08-09",24,17,"500",4
6745,"2024-01-20",1,17,"350",4
7412,"2024-02-12",2,17,"900",4
8698,"2024-03-26",1,17,"350",4
23,"2023-01-03",9,17,"700",4
373,"2023-02-06",9,17,"700",5
788,"2023-03-13",12,17,"300",5
2866,"2023-09-09",22,17,"400",5
6387,"2024-01-07",14,17,"320",5
3388,"2023-09-26",21,17,"650",4
5364,"2023-12-02",8,17,"750",4
6284,"2024-01-03",14,17,"320",4
6602,"2024-01-14",3,17,"250",4
6774,"2024-01-20",4,17,"600",4
6842,"2024-01-23",2,17,"900",5
10342,"2024-09-26",2,17,"900",4
2177,"2023-07-21",15,17,"350",5
4264,"2023-10-27",2,17,"900",5
5015,"2023-11-21",4,17,"600",5
8492,"2024-03-19",1,17,"350",5
92,"2023-01-11",12,18,"300",5
196,"2023-01-22",1,18,"350",4
382,"2023-02-06",26,18,"900",4
782,"2023-03-12",14,18,"320",4
1614,"2023-05-27",21,18,"650",5
1929,"2023-06-29",2,18,"900",4
1953,"2023-07-01",13,18,"450",5
2765,"2023-09-06",24,18,"500",5
3442,"2023-09-28",21,18,"650",5
5114,"2023-11-25",3,18,"250",5
5196,"2023-11-28",1,18,"350",5
6922,"2024-01-26",2,18,"900",4
8048,"2024-03-03",4,18,"600",5
8280,"2024-03-11",3,18,"250",5
8382,"2024-03-15",2,18,"900",4
9920,"2024-08-05",4,18,"600",4
1718,"2023-06-05",22,18,"400",5
1902,"2023-06-25",11,18,"550",4
2483,"2023-08-19",24,18,"500",5
2559,"2023-08-27",24,18,"500",5
3405,"2023-09-26",24,18,"500",5
3536,"2023-10-01",21,18,"650",5
3973,"2023-10-15",8,18,"750",5
8535,"2024-03-20",2,18,"900",4
8766,"2024-03-28",3,18,"250",5
647,"2023-03-02",8,18,"750",5
1188,"2023-04-20",13,18,"450",4
1741,"2023-06-07",3,18,"250",5
3588,"2023-10-02",7,18,"1500",5
3702,"2023-10-06",3,18,"250",4
3807,"2023-10-09",9,18,"700",5
6057,"2023-12-26",14,18,"320",5
9371,"2024-05-25",4,18,"600",5
3015,"2023-09-14",22,18,"400",4
7313,"2024-02-09",4,18,"600",4
9222,"2024-05-09",3,18,"250",5
1437,"2023-05-10",15,18,"350",5
7311,"2024-02-09",4,18,"600",5
7634,"2024-02-20",1,18,"350",4
8164,"2024-03-07",2,18,"900",4
8506,"2024-03-19",1,18,"350",5
4706,"2023-11-10",11,18,"550",5
26,"2023-01-03",16,19,"500",5
206,"2023-01-23",6,19,"1200",4
1499,"2023-05-16",25,19,"600",5
2601,"2023-08-31",24,19,"500",5
6388,"2024-01-07",14,19,"320",4
6710,"2024-01-18",3,19,"250",4
10267,"2024-09-18",3,19,"250",4
515,"2023-02-20",1,19,"350",4
749,"2023-03-10",8,19,"750",5
1434,"2023-05-10",13,19,"450",5
3122,"2023-09-18",21,19,"650",4
